label,Mean,RMS,Variance,Standard Deviation,Peak-to-Peak,Crest Factor,Skewness,Kurtosis,Energy,Entropy,Max,Min,peak_magnitude,spectral_centroid,spectral_bandwidth,spectral_flatness,spectral_rolloff,spectral_entropy,spectral_contrast
0,49.58863545,50.77805987,119.3785983,10.92605136,72,1.516402954,-0.765183562,3.495894128,6443450,-702891.225,77,5,123369,-73.49056068,165637.6928,0.289651415,-54000,4.974521583,11.83431723
0,49.68027211,50.83884967,116.4591986,10.79162632,70,1.514589738,-0.763122831,3.487779344,6458887,-704360.0378,77,7,123954,-54.95734792,166061.5719,0.28475106,-54000,4.953704628,12.31891709
0,49.55902361,50.72580845,117.0108219,10.81715406,74,1.537678795,-0.753238828,3.445246906,6430196,-702250.8838,78,4,123593,-40.9805806,168023.6172,0.287434934,-54000,4.982472262,12.03944563
0,49.33893557,50.51888422,117.8270995,10.85481918,73,1.524182515,-0.764606238,3.508723349,6377842,-698437.2802,77,4,123650,-44.8695859,164912.234,0.28804876,-54000,4.967489016,11.75613375
0,49.85554222,51.02409022,117.8826934,10.85737967,71,1.509091091,-0.765733576,3.506679814,6506041,-707510.5325,77,6,123650,-44.8695859,164912.234,0.28804876,-54000,4.967489016,11.75613375
0,49.29491797,50.4764653,117.884612,10.85746803,72,1.525463392,-0.777484456,3.527936144,6367136,-697676.6724,77,5,123588,-5.024146078,166145.6905,0.280772303,-54000,4.93946383,11.85612684
0,49.81392557,51.00207137,119.7841038,10.94459245,75,1.52934965,-0.769414942,3.504015173,6500427,-706871.6095,78,3,123324,-7.518808051,165973.1224,0.283606865,-54000,4.948689333,10.85611556
0,49.81392557,51.00207137,119.7841038,10.94459245,75,1.52934965,-0.769414942,3.504015173,6500427,-706871.6095,78,3,123813,-8.715581378,164905.6949,0.29272288,-54000,4.976202394,11.46043584
0,49.67987195,50.85844111,118.4913556,10.88537347,74,1.533668714,-0.787552784,3.540815932,6463866,-704465.6481,78,4,124500,-134.7168519,167114.8615,0.282762862,-54000,4.948385395,11.49180884
0,49.49939976,50.66644684,116.8982589,10.81194982,71,1.500006508,-0.768307311,3.45918976,6415155,-701207.0857,76,5,124091,-46.12995322,165675.9389,0.288533794,-54000,4.962172732,13.38474403
0,49.78271309,50.95271997,117.8611497,10.85638751,72,1.511204898,-0.751309072,3.473277665,6487853,-706219.6784,77,5,123854,-47.47075541,163922.3723,0.283260497,-54000,4.956350449,11.38802732
0,49.95638255,51.13426136,119.0725273,10.91203589,72,1.525396044,-0.767573906,3.518985704,6534167,-709340.0483,78,6,124433,-6.250993788,164290.9715,0.284665229,-54000,4.944609167,12.30777947
0,49.66186475,50.82324666,116.7015909,10.80285106,72,1.534730761,-0.760171773,3.446039061,6454923,-704044.5794,78,6,124399,-16.25996692,165638.8304,0.282724269,-54000,4.942498546,11.28101971
0,49.60904362,50.77830811,117.379366,10.83417583,72,1.516395541,-0.749903944,3.430930695,6443513,-703142.7357,77,5,123671,-23.90207678,164836.8938,0.27912843,-54000,4.93008539,11.79018013
0,49.34013605,50.50534146,116.3404899,10.78612488,72,1.524591217,-0.7688378,3.454363365,6374423,-698385.6011,77,5,123798,-9.993642572,166263.7682,0.287483436,-54000,4.960779558,11.9665312
